#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS PTDY  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC  nmi  hPa    ft
2017 05 22 12 50 220  4.0  5.0   1.0    10   6.0 355 1020.6  23.9  24.8    MM   MM +0.9    MM
2017 05 22 11 50 210  4.0  5.0   0.9     8   5.5  50 1020.4  24.0  24.8    MM   MM +0.9    MM
2017 05 22 10 50 210  5.0  5.0   0.9     9   5.7   7 1020.1  23.9  24.8    MM   MM +0.6    MM
2017 05 22 09 50 220  5.0  6.0   0.9     8   6.1  51 1019.7  24.0  25.1    MM   MM +0.0    MM
2017 05 22 08 50 220  4.0  5.0   0.9     9   6.0  28 1019.5  24.1  25.2    MM   MM -0.4    MM
2017 05 22 07 50 210  5.0  6.0   0.8     9   6.1   5 1019.5  24.1  25.2    MM   MM -1.1    MM
2017 05 22 06 50 210  4.0  5.0   0.8     9   6.6   9 1019.5  24.2  25.8    MM   MM -1.2    MM
2017 05 22 05 50 210  4.0  5.0   0.8     8   6.2  40 1019.9  24.2  25.5    MM   MM -1.4    MM
2017 05 22 04 50 210  2.0  3.0   0.8     8   6.3  31 1020.6  24.3  25.2    MM   MM -0.6    MM
2017 05 22 03 50 170  2.0  3.0   0.8     8   6.2  22 1020.7  24.4  25.6    MM   MM -0.3    MM
2017 05 22 02 50 180  2.0  3.0   0.8     9   6.3  18 1021.3  24.5  25.7    MM   MM +0.8    MM
2017 05 22 01 50 150  2.0  3.0   0.8     9   6.3  56 1021.2  24.6  26.6    MM   MM +1.2    MM
2017 05 22 00 50  MM  0.0  1.0   0.8     8   6.3 115 1021.0  24.5  26.5    MM   MM +0.8    MM
2017 05 21 23 50  70  1.0  1.0   0.7     8   6.1 152 1020.5  24.7  26.6    MM   MM -0.0    MM
2017 05 21 22 50  70  1.0  2.0   0.7     6   6.0 171 1020.0  25.2  26.5    MM   MM -1.1    MM
2017 05 21 21 50 360  1.0  2.0   0.7     8   5.8 150 1020.2  25.0  26.9    MM   MM -1.6    MM
2017 05 21 20 50 350  1.0  2.0   0.6     8   5.8 159 1020.5  25.0  27.3    MM   MM -1.4    MM
2017 05 21 19 50 340  2.0  3.0   0.6     8   5.8 132 1021.1  24.7  27.1    MM   MM -1.1    MM
2017 05 21 18 50 310  2.0  2.0   0.7     8   5.8 141 1021.8  24.6  27.0    MM   MM -0.8    MM
2017 05 21 17 50 310  1.0  2.0   0.6     8   5.6 161 1021.9  24.5  26.8    MM   MM -0.6    MM
2017 05 21 16 50 340  1.0  2.0   0.7     7   5.8 173 1022.2  24.4  26.2    MM   MM -0.8    MM
2017 05 21 15 50 320  2.0  2.0   0.6     8   5.7 153 1022.6  24.2  26.1    MM   MM +0.0    MM
2017 05 21 14 50 310  1.0  2.0   0.6     7   5.7 175 1022.5  24.0  25.2    MM   MM +0.0    MM
2017 05 21 13 50 270  2.0  3.0   0.6     8   5.9 158 1023.0  23.8  24.8    MM   MM +1.2    MM
2017 05 21 12 50 270  2.0  2.0   0.7     7   5.7 152 1022.7  23.9  24.7    MM   MM +1.4    MM
2017 05 21 11 50 240  1.0  1.0   0.6     7   5.7 153 1022.5  24.0  24.6    MM   MM   MM    MM
2017 05 21 10 50 170  1.0  1.0   0.7     7   5.5 137 1021.8  24.1  24.6    MM   MM +0.9    MM
2017 05 21 09 50 120  1.0  1.0   0.6     7   5.6 137 1021.3  23.8  24.6    MM   MM +0.0    MM
2017 05 21 08 50  70  2.0  2.0   0.6     7    MM  MM 1021.2  23.9  24.6    MM   MM   MM    MM
2017 05 21 07 50 130  1.0  1.0   0.6     6   5.4 145 1020.9  24.0  25.0    MM   MM -0.8    MM
2017 05 21 06 50 150  1.0  1.0   0.6     7   5.4 147 1021.1  24.2  25.3    MM   MM -0.6    MM
2017 05 21 05 50 140  2.0  2.0   0.7     7   5.6 145 1021.2  24.3  25.7    MM   MM -0.9    MM
2017 05 21 04 50 130  2.0  3.0   0.7     6   5.4 148 1021.7  24.4  25.7    MM   MM -0.3    MM
2017 05 21 03 50 130  2.0  3.0   0.7     6   5.4 160 1021.7  24.7  25.6    MM   MM +0.3    MM
2017 05 21 02 50  80  2.0  3.0   0.7     8   5.4 127 1022.1  24.8  25.6    MM   MM +1.1    MM
2017 05 21 01 50  70  1.0  3.0   0.7     7   5.3 129 1022.0  24.8  26.0    MM   MM +1.6    MM
2017 05 21 00 50 130  1.0  2.0   0.8     6   5.3 136 1021.4  24.6  26.7    MM   MM +0.9    MM
2017 05 20 23 50 130  1.0  2.0   0.7     6   5.3 143 1021.0  24.7  26.3    MM   MM -0.0    MM
2017 05 20 22 50 120  1.0  2.0   0.8     8   5.3 117 1020.4  24.9  26.3    MM   MM -0.5    MM
2017 05 20 21 50 140  1.0  2.0   0.8     7   5.4 145 1020.5  24.9  27.1    MM   MM -0.9    MM
2017 05 20 20 50  90  1.0  2.0   0.8     6   5.5 152 1020.8  25.0  27.1    MM   MM -1.0    MM
2017 05 20 19 50 120  1.0  1.0   0.8     6   5.5 139 1020.9  25.2  27.4    MM   MM -1.0    MM
2017 05 20 18 50  MM  0.0  1.0   0.8     8   5.7 125 1021.4  25.1  27.4    MM   MM +0.0    MM
2017 05 20 17 50  MM  0.0  1.0   0.8     7   5.8 140 1021.8  24.9  27.9    MM   MM +0.0    MM
2017 05 20 16 50  40  1.0  2.0   0.7     7   5.8 138 1021.9  24.4  27.2    MM   MM -0.0    MM
2017 05 20 15 50  50  1.0  2.0   0.7     9   5.9 136 1021.6  24.3  26.4    MM   MM +0.0    MM
2017 05 20 14 50  MM  0.0  1.0   0.7     7   5.9 159 1021.6  24.2  25.3    MM   MM +0.3    MM
2017 05 20 13 50 350  2.0  3.0   0.7     7   6.0 171 1021.7  24.0  24.6    MM   MM +0.5    MM
2017 05 20 12 50 340  2.0  3.0   0.7     7   5.8 167 1021.5  23.9  24.4    MM   MM +1.1    MM
2017 05 20 11 50 330  2.0  2.0   0.6     6   5.5 180 1021.3  24.0  24.3    MM   MM +1.4    MM
2017 05 20 10 50 320  1.0  2.0   0.7     6   5.7 179 1021.2  24.0  24.3    MM   MM +1.5    MM
2017 05 20 09 50  MM  0.0  1.0   0.7     8   6.0 126 1020.4  23.6  24.3    MM   MM +0.4    MM
2017 05 20 08 50 180  1.0  2.0   0.6     6   5.7 135 1019.9  23.6  24.3    MM   MM +0.0    MM
2017 05 20 07 50 170  2.0  2.0   0.7     6   5.7 135 1019.7  23.7  24.4    MM   MM -1.0    MM
2017 05 20 06 50 170  2.0  3.0   0.6     6   5.3 153 1020.0  23.8  24.5    MM   MM -1.0    MM
2017 05 20 05 50 160  3.0  4.0   0.7     6   5.5 154 1020.1  23.9  24.6    MM   MM -1.0    MM
2017 05 20 04 50 150  4.0  5.0   0.7     7   5.5 139 1020.7  23.9  24.8    MM   MM +0.0    MM
2017 05 20 03 50 150  4.0  4.0   0.7     7   5.5 126 1021.0  24.0  25.0    MM   MM +0.9    MM
2017 05 20 02 50 160  3.0  4.0   0.7     7   5.5 139 1021.1  24.0  24.8    MM   MM +0.8    MM
2017 05 20 01 50 150  3.0  4.0   0.7     6   5.3 146 1020.8  24.1  25.0    MM   MM +0.6    MM
2017 05 20 00 50 140  4.0  5.0   0.7     7   5.2 162 1020.1  24.1  24.9    MM   MM -0.4    MM
2017 05 19 23 50 150  3.0  4.0   0.8     6   5.4 163 1020.3  24.2  25.4    MM   MM +0.0    MM
2017 05 19 22 50 160  3.0  4.0   0.9     7   5.4 180 1020.2  24.2  25.8    MM   MM -0.3    MM
2017 05 19 21 50 150  2.0  3.0   0.9     6   5.4 150 1020.5  24.3  26.1    MM   MM +0.0    MM
2017 05 19 20 50 130  1.0  2.0   0.8     6   5.3 140 1020.5  24.3  26.2    MM   MM -0.7    MM
2017 05 19 19 50 120  1.0  2.0   0.8     6   5.4 171 1020.5  24.2  26.3    MM   MM -1.3    MM
2017 05 19 18 50 110  2.0  3.0   0.8     6   5.5 156 1020.7  24.0  26.0    MM   MM -1.3    MM
2017 05 19 17 50 110  2.0  3.0   0.8     6   5.5 163 1021.2  24.0  26.2    MM   MM -1.0    MM
2017 05 19 16 50  MM  0.0  1.0   0.8     6   5.3 160 1021.8  24.1  25.9    MM   MM +0.0    MM
2017 05 19 15 50  MM  0.0  1.0   0.8     6   5.5 162 1022.0  24.0  25.6    MM   MM +0.0    MM
2017 05 19 14 50  MM  0.0  1.0   0.8     6   5.4 163 1022.2  24.0  25.1    MM   MM +0.3    MM
2017 05 19 13 50  MM  0.0  1.0   0.8     6   5.3 157 1022.0  23.9  24.6    MM   MM +0.0    MM
2017 05 19 12 50 290  2.0  2.0   0.7     6   5.2 175 1021.9  23.7  24.3    MM   MM +0.9    MM
2017 05 19 11 50 270  3.0  3.0   0.7     6   4.9 178 1021.9  23.6  24.2    MM   MM +1.5    MM
2017 05 19 10 50 250  3.0  4.0   0.7     6   5.1 174 1021.8  23.5  24.2    MM   MM +1.4    MM
2017 05 19 09 50 200  3.0  3.0   0.7     7   4.8 150 1021.0  23.3  24.2    MM   MM +0.6    MM
2017 05 19 08 50 180  2.0  3.0   0.7     6   4.7 145 1020.4  23.3  24.2    MM   MM -0.5    MM
2017 05 19 07 50 180  4.0  5.0   0.7     6   4.6 137 1020.4  23.4  24.2    MM   MM -0.8    MM
2017 05 19 06 50 160  5.0  6.0   0.7     5   4.5 142 1020.4  23.5  24.2    MM   MM -1.6    MM
2017 05 19 05 50 170  4.0  5.0   0.8     5   4.5 134 1020.9  23.3  24.3    MM   MM -1.3    MM
2017 05 19 04 50 170  7.0  8.0   0.8    14   4.4 349 1021.2  23.3  24.2    MM   MM -1.0    MM
2017 05 19 03 50 130  5.0  6.0   0.8     5   4.3 139 1022.0  23.3  24.3    MM   MM +0.3    MM
2017 05 19 02 50 140  4.0  5.0   0.8     6   4.4 127 1022.2  23.5  24.3    MM   MM +0.5    MM
2017 05 19 01 50 130  5.0  6.0   0.7     5   4.3 145 1022.2  23.5  24.3    MM   MM +0.7    MM
2017 05 19 00 50 130  6.0  8.0   0.7     6   4.6 170 1021.7  23.4  24.4    MM   MM -0.0    MM
2017 05 18 23 50 120  5.0  6.0   0.7    13   4.7  97 1021.7  23.4  24.5    MM   MM +0.0    MM
2017 05 18 22 50 120  5.0  6.0   0.7    15   4.7 107 1021.5  23.4  24.5    MM   MM -0.3    MM
2017 05 18 21 50 120  4.0  5.0   0.8    15   4.7  39 1021.8  23.4  24.6    MM   MM -0.9    MM
2017 05 18 20 50 120  6.0  7.0   0.7    15   4.6 102 1021.6  23.4  24.7    MM   MM -1.8    MM
2017 05 18 19 50 100  6.0  7.0   0.7     5   4.9 151 1021.8  23.3  24.8    MM   MM -1.9    MM
2017 05 18 18 50  90  5.0  5.0   0.8    14   5.2  89 1022.7  23.2  24.9    MM   MM -0.9    MM
2017 05 18 17 50 100  3.0  4.0   0.8     5   5.0 149 1023.4  23.2  24.7    MM   MM +0.0    MM
2017 05 18 16 50  90  3.0  4.0   0.7    13   5.0  98 1023.7  23.1  24.6    MM   MM -0.0    MM
2017 05 18 15 50 120  4.0  5.0   0.7     5   4.8 158 1023.6  23.0  24.5    MM   MM -0.0    MM
2017 05 18 14 50 120  5.0  6.0   0.7    13   5.2  68 1023.2  22.9  24.4    MM   MM +0.0    MM
2017 05 18 13 50 120  4.0  5.0   0.7    15   4.9 312 1023.5  22.9  24.3    MM   MM +0.9    MM
2017 05 18 12 50 140  3.0  4.0   0.7    13   4.9  74 1023.6  22.7  24.3    MM   MM +1.6    MM
2017 05 18 11 50 130  4.0  5.0   0.7    15   5.1  45 1023.1  22.8  24.2    MM   MM +1.6    MM
2017 05 18 10 50 130  4.0  5.0   0.7    13   5.2  62 1022.6  22.7  24.1    MM   MM +1.1    MM
2017 05 18 09 50 130  4.0  5.0   0.6    14   4.9  90 1022.0  22.7  24.1    MM   MM -0.0    MM
2017 05 18 08 50 130  4.0  6.0   0.6    13   5.0  66 1021.5  22.9  24.2    MM   MM -0.9    MM
2017 05 18 07 50 130  4.0  5.0   0.6    10   5.0  94 1021.5  22.8  24.3    MM   MM -1.6    MM
2017 05 18 06 50 120  5.0  6.0   0.6    13   4.8  71 1021.9  22.9  24.3    MM   MM -1.3    MM
2017 05 18 05 50 120  5.0  6.0   0.6    14   4.8  84 1022.4  23.1  24.3    MM   MM -0.9    MM
2017 05 18 04 50 140  5.0  5.0   0.6    14   4.7  70 1023.1  23.2  24.4    MM   MM +0.0    MM
2017 05 18 03 50 150  6.0  7.0   0.6    13   5.0  52 1023.2  23.3  24.5    MM   MM +0.6    MM
2017 05 18 02 50 140  5.0  6.0   0.6    16   5.4 345 1023.3  23.5  24.5    MM   MM +0.9    MM
2017 05 18 01 50 130  5.0  7.0   0.6    13   5.5  38 1023.1  23.6  24.6    MM   MM +0.9    MM
2017 05 18 00 50 130  5.0  6.0   0.7    12   6.0  88 1022.6  23.6  24.7    MM   MM +0.4    MM
2017 05 17 23 50 130  4.0  5.0   0.6    14   5.4  54 1022.4  23.8  24.8    MM   MM +0.0    MM
2017 05 17 22 50 130  3.0  4.0   0.7     8   5.9  94 1022.2  24.0  24.8    MM   MM -0.4    MM
2017 05 17 21 50 140  3.0  4.0   0.7    12   5.8  84 1022.2  24.0  24.9    MM   MM -0.8    MM
2017 05 17 20 50 160  3.0  3.0   0.7    12   5.3  64 1022.3  24.0  25.0    MM   MM -0.6    MM
2017 05 17 19 50 140  3.0  4.0   0.7     8   5.3  70 1022.6  23.9  25.0    MM   MM -0.6    MM
2017 05 17 18 50 160  3.0  4.0   0.7    14   5.1  28 1023.0  23.9  24.9    MM   MM -0.5    MM
2017 05 17 17 50 150  3.0  4.0   0.7    12   5.1  72 1022.9  23.8  24.8    MM   MM -0.7    MM
2017 05 17 16 50 150  3.0  4.0   0.7    14   5.0  12 1023.2  23.8  24.6    MM   MM +0.0    MM
2017 05 17 15 50 170  3.0  4.0   0.8    13   5.1  42 1023.5  23.7  24.4    MM   MM +0.5    MM
2017 05 17 14 50 170  4.0  5.0   0.8    13   5.0 169 1023.6  23.7  24.3    MM   MM +1.1    MM
2017 05 17 13 50 170  4.0  5.0   0.8    14   4.9  14 1023.2  23.7  24.3    MM   MM +1.5    MM
2017 05 17 12 50 170  4.0  5.0   0.8    10   4.8  54 1023.0  23.7  24.2    MM   MM +2.0    MM
2017 05 17 11 50 170  4.0  5.0   0.8    14   5.0  41 1022.5  23.6  24.1    MM   MM +2.0    MM
2017 05 17 10 50 180  4.0  5.0   0.8    14   4.9  14 1021.7  23.5  24.1    MM   MM +1.5    MM
2017 05 17 09 50 190  4.0  5.0   0.8    13   4.8  50 1021.0  23.4  24.2    MM   MM +0.8    MM
2017 05 17 08 50 170  5.0  6.0   0.9    14   4.7  26 1020.5  23.4  24.3    MM   MM -0.0    MM
2017 05 17 07 50 170  6.0  7.0   0.9    14   4.8  38 1020.2  23.6  24.4    MM   MM -0.9    MM
2017 05 17 06 50 170  6.0  7.0   0.9    13   4.7   5 1020.2  23.7  24.5    MM   MM -1.1    MM
2017 05 17 05 50 170  6.0  7.0   0.9    14   4.7  16 1020.6  23.9  24.6    MM   MM -0.7    MM
2017 05 17 04 50 160  6.0  7.0   0.9    14   4.8  11 1021.1  24.0  24.6    MM   MM +0.0    MM
2017 05 17 03 50 160  7.0  8.0   0.8     8   4.7  91 1021.3  24.0  24.7    MM   MM +0.0    MM
2017 05 17 02 50 160  7.0  8.0   0.8    14   4.6 359 1021.3  24.1  24.8    MM   MM +0.7    MM
2017 05 17 01 50 150  7.0  8.0   0.8    14   4.6  11 1021.3  24.1  24.8    MM   MM +1.1    MM
2017 05 17 00 50 150  6.0  7.0   0.8    14   5.2 352 1021.1  24.1  24.9    MM   MM +1.2    MM
2017 05 16 23 50 150  6.0  7.0   0.8    15   5.4   5 1020.6  24.2  24.9    MM   MM +0.8    MM
2017 05 16 22 50 150  5.0  7.0   0.8    14   5.4 103 1020.2  24.3  25.0    MM   MM -0.0    MM
2017 05 16 21 50 150  5.0  6.0   0.8    14   5.4 113 1019.9  24.4  25.0    MM   MM -0.4    MM
2017 05 16 20 50 150  5.0  7.0   0.8    15   5.4 354 1019.8  24.4  25.0    MM   MM -0.6    MM
2017 05 16 19 50 150  5.0  6.0   0.8    15   5.7  95 1020.0  24.3  25.1    MM   MM +0.0    MM
2017 05 16 18 50 140  5.0  6.0   0.9    15   5.5  54 1020.3  24.3  25.0    MM   MM +0.0    MM
2017 05 16 17 50 150  5.0  6.0   0.9    11   5.6  67 1020.4  24.2  24.9    MM   MM +0.6    MM
2017 05 16 16 50 140  4.0  5.0   0.8     8   5.2  33 1020.2  24.2  24.9    MM   MM +0.8    MM
2017 05 16 15 50 140  4.0  6.0   0.9    15   5.8  75 1020.2  24.1  24.7    MM   MM +1.2    MM
2017 05 16 14 50 130  5.0  6.0   0.9    15   6.0  74 1019.8  24.0  24.6    MM   MM +1.5    MM
2017 05 16 13 50 130  4.0  5.0   0.9    15   6.0  47 1019.4  24.0  24.4    MM   MM +1.6    MM
2017 05 16 12 50 110  4.0  4.0   0.9     8   6.0  67 1019.0  24.0  24.3    MM   MM +1.8    MM
2017 05 16 11 50 120  3.0  4.0   0.9     8   5.8  32 1018.3  23.8  24.2    MM   MM +1.4    MM
2017 05 16 10 50  90  4.0  5.0   1.0     8   6.1  36 1017.8  23.5  24.1    MM   MM +0.9    MM
2017 05 16 09 50 100  4.0  5.0   1.0    11   5.7  34 1017.2  23.4  24.1    MM   MM +0.5    MM
2017 05 16 08 50  90  4.0  5.0   0.9    16   5.6  56 1016.9  23.4  24.1    MM   MM +0.0    MM
2017 05 16 07 50  90  3.0  4.0   1.0    15   5.8  55 1016.9  23.5  24.1    MM   MM +0.0    MM
2017 05 16 06 50  80  3.0  3.0   1.0     6   5.6 230 1016.7  23.5  24.0    MM   MM +0.0    MM
2017 05 16 05 50  80  3.0  4.0   1.0     6   5.7 325 1016.9  23.6  24.0    MM   MM +0.5    MM
2017 05 16 04 50  50  3.0  3.0   1.1     6   5.4 359 1016.8  23.9  24.0    MM   MM +0.9    MM
2017 05 16 03 50 340  2.0  3.0   1.3     6   5.5 349 1016.8  24.2  24.1    MM   MM +1.8    MM
2017 05 16 02 50 310  3.0  3.0   1.3     6   5.5 357 1016.4  24.2  24.1    MM   MM +2.1    MM
2017 05 16 01 50 320  3.0  4.0   1.2     6   5.3  16 1015.9  24.4  24.1    MM   MM +2.4    MM
2017 05 16 00 50 290  4.0  5.0   1.1     6   5.4 356 1015.0  24.5  24.1    MM   MM +1.8    MM
2017 05 15 23 50 270  5.0  6.0   1.2     6   5.2 303 1014.3  24.4  24.2    MM   MM +0.7    MM
2017 05 15 22 50 270  6.0  7.0   1.1     6   5.1 319 1013.5  24.5  24.2    MM   MM -0.4    MM
2017 05 15 21 50 260  7.0  8.0   1.1     6   5.0 194 1013.2  24.4  24.3    MM   MM -0.9    MM
2017 05 15 20 50 260  7.0  8.0   1.0     6   5.1 182 1013.6  24.4  24.3    MM   MM -0.8    MM
2017 05 15 19 50 250  6.0  7.0   1.1     7   5.2 180 1013.9  24.3  24.4    MM   MM -1.0    MM
2017 05 15 18 50 260  6.0  7.0   1.1    11   5.2  62 1014.1  24.3  24.5    MM   MM -0.8    MM
2017 05 15 17 50 260  6.0  7.0   1.2     7   5.6 210 1014.4  24.1  24.5    MM   MM -0.5    MM
2017 05 15 16 50 260  6.0  7.0   1.1    11   5.8  69 1014.9  24.0  24.6    MM   MM +0.0    MM
2017 05 15 15 50 280  6.0  7.0   1.2     7   5.9 217 1014.9  23.9  24.6    MM   MM +0.4    MM
2017 05 15 14 50 270  5.0  6.0   1.1    11   5.9  58 1014.9  23.7  24.5    MM   MM +0.7    MM
2017 05 15 13 50 280  5.0  6.0   1.2     6   5.9 204 1014.7  23.4  24.5    MM   MM +0.7    MM
2017 05 15 12 50 300  5.0  6.0   1.2    11   6.0  83 1014.5  23.4  24.4    MM   MM +1.0    MM
2017 05 15 11 50 310  5.0  6.0   1.2     7   5.9 222 1014.2  23.3  24.3    MM   MM +0.8    MM
2017 05 15 10 50 310  5.0  6.0   1.3     7   6.1 254 1014.0  23.0  24.2    MM   MM +0.6    MM
2017 05 15 09 50 320  5.0  6.0   1.4     6   6.3 239 1013.5  22.6  24.2    MM   MM +0.0    MM
2017 05 15 08 50 300  3.0  5.0   1.5     7   6.4 196 1013.4  22.4  24.1    MM   MM -0.5    MM
2017 05 15 07 50 320  2.0  3.0   1.5    11   6.7  70 1013.4  22.2  24.2    MM   MM -1.0    MM
2017 05 15 06 50 310  3.0  4.0   1.6     7   6.4 234 1013.4  22.1  24.2    MM   MM -1.0    MM
2017 05 15 05 50 320  2.0  4.0   1.6     7   6.3 206 1013.9  22.0  24.2    MM   MM -0.4    MM
2017 05 15 04 50 330  3.0  4.0   1.6     7   6.2 206 1014.4  22.1  24.1    MM   MM +0.6    MM
2017 05 15 03 50 350  2.0  3.0   1.8     7   6.5 244 1014.4  22.1  24.1    MM   MM +1.1    MM
2017 05 15 02 50 350  2.0  3.0   1.8     7   6.4 204 1014.3  22.0  24.2    MM   MM +1.5    MM
2017 05 15 01 50  10  1.0  3.0   1.6     7   6.3 221 1013.8  22.0  24.2    MM   MM +1.5    MM
2017 05 15 00 50  20  2.0  3.0   1.7     7   6.3  23 1013.3  22.2  24.2    MM   MM +1.3    MM
2017 05 14 23 50  40  2.0  3.0   1.7     7   6.1 211 1012.8  22.2  24.3    MM   MM +0.9    MM
2017 05 14 22 50  30  3.0  4.0   1.7     6   6.4 338 1012.3  22.3  24.3    MM   MM -0.0    MM
2017 05 14 21 50  20  4.0  5.0   1.7     7   6.1 352 1012.0  22.3  24.4    MM   MM -0.8    MM
2017 05 14 20 50  40  4.0  5.0   1.9     7   6.1 328 1011.9  22.2  24.4    MM   MM -0.7    MM
2017 05 14 19 50  50  4.0  6.0   1.8     7   6.1 339 1012.2  22.2  24.4    MM   MM -0.5    MM
2017 05 14 18 50  50  6.0  7.0   1.9     7   5.9 314 1012.8  22.1  24.4    MM   MM +0.3    MM
2017 05 14 17 50  40  7.0  8.0   1.8     8   5.4 245 1012.6  22.0  24.3    MM   MM +0.5    MM
2017 05 14 16 50  40  8.0  9.0   1.7     8   5.3 255 1012.7  22.1  24.3    MM   MM +1.4    MM
2017 05 14 15 50  40  8.0 10.0   1.8     7   5.4 257 1012.5  22.3  24.4    MM   MM +1.6    MM
2017 05 14 14 50  30  9.0 10.0   1.8     7   5.2 261 1012.1  22.5  24.4    MM   MM +2.1    MM
2017 05 14 13 50  20  9.0 11.0   1.5     7   4.9 245 1011.3  22.4  24.4    MM   MM +2.4    MM
2017 05 14 12 50  20  9.0 11.0   1.5     7   5.0 241 1010.9  22.3  24.6    MM   MM +2.5    MM
2017 05 14 11 50 350  8.0 12.0   1.7     7   5.3 254 1010.0  23.2  24.7    MM   MM +2.0    MM
2017 05 14 10 50 320  8.0 11.0   1.6     6   5.0 224 1008.9  23.5  24.8    MM   MM +0.5    MM
2017 05 14 09 50 220  8.0 11.0   1.3     6   4.9 217 1008.4  23.5  25.0    MM   MM -0.0    MM
2017 05 14 08 50 200  9.0 10.0   1.4     6   5.0 198 1008.0  22.5  25.0    MM   MM -1.2    MM
2017 05 14 07 50 200  9.0 11.0   1.5     6   5.0 205 1008.4  22.4  25.1    MM   MM -0.5    MM
2017 05 14 06 50 220  6.0  8.0   1.4     7   4.9 239 1008.3  21.4  25.1    MM   MM +0.0    MM
2017 05 14 05 50 250  6.0  9.0   1.3     6   4.7 247 1009.2  20.2  25.2    MM   MM -0.4    MM
2017 05 14 04 50 230  9.0 12.0   1.4     7   4.9 235 1008.9  24.8  25.2    MM   MM -1.0    MM
2017 05 14 03 50 210  9.0 12.0   1.3     7   5.1 227 1008.5  25.1  25.2    MM   MM -1.0    MM
2017 05 14 02 50 200  6.0  8.0   1.4     7   5.1 231 1009.6  25.1  25.2    MM   MM +0.3    MM
2017 05 14 01 50 210  6.0  8.0   1.4     6   5.0 233 1009.9  25.2  25.2    MM   MM +0.7    MM
2017 05 14 00 50 210  8.0 10.0   1.5     7   5.1 236 1009.5  25.3  25.2    MM   MM +0.3    MM
2017 05 13 23 50 220  7.0  8.0   1.4     6   5.0 235 1009.3  25.1  25.3    MM   MM -0.0    MM
2017 05 13 22 50 230  8.0 10.0   1.5     6   5.0 237 1009.2  25.0  25.3    MM   MM -0.4    MM
2017 05 13 21 50 240  8.0 10.0   1.5     5   4.7 235 1009.2  25.2  25.3    MM   MM -0.5    MM
2017 05 13 20 50 250  8.0 10.0   1.5     6   4.9 231 1009.5  25.2  25.3    MM   MM -0.3    MM
2017 05 13 19 50 240  9.0 11.0   1.5     6   4.8 223 1009.6  25.3  25.4    MM   MM -0.3    MM
2017 05 13 18 50 230  9.0 11.0   1.4     5   4.7 234 1009.7  25.4  25.4    MM   MM -0.8    MM
2017 05 13 17 50 230  9.0 11.0   1.4     8   4.8  65 1009.8  25.4  25.3    MM   MM -0.7    MM
2017 05 13 16 50 210 10.0 11.0   1.5     8   5.0  57 1009.9  25.2  25.3    MM   MM -0.6    MM
2017 05 13 15 50 210  8.0 10.0   1.3     6   5.2 219 1010.5  25.2  25.3    MM   MM +0.0    MM
2017 05 13 14 50 210  7.0  9.0   1.4     7   5.2  57 1010.5  25.2  25.2    MM   MM +0.3    MM
2017 05 13 13 50 230  7.0  9.0   1.4     8   5.3  65 1010.5  25.2  25.2    MM   MM +0.7    MM
2017 05 13 12 50 220  7.0  8.0   1.5     8   5.7  52 1010.4  25.3  25.1    MM   MM +0.7    MM
2017 05 13 11 50 210  7.0  8.0   1.6     8   5.7  53 1010.2  24.8  25.1    MM   MM +0.7    MM
2017 05 13 10 50 200  6.0  8.0   1.5     8   5.5  43 1009.8  24.5  25.1    MM   MM +0.3    MM
2017 05 13 09 50 210  7.0  9.0   1.5     8   5.5  43 1009.7  24.3  25.1    MM   MM +0.0    MM
2017 05 13 08 50 210  7.0  9.0   1.4     8   5.3  41 1009.5  24.3  25.2    MM   MM -0.7    MM
2017 05 13 07 50 220  7.0  8.0   1.5     8   5.5  33 1009.5  24.4  25.2    MM   MM -0.9    MM
2017 05 13 06 50 230  7.0  8.0   1.5     7   5.6  19 1009.6  24.6  25.2    MM   MM -1.3    MM
2017 05 13 05 50 240  7.0  8.0   1.4     7   5.7  25 1010.2  24.6  25.3    MM   MM -0.8    MM
2017 05 13 04 50 230  5.0  6.0   1.5     8   5.7  38 1010.4  24.7  25.3    MM   MM -0.4    MM
2017 05 13 03 50 250  5.0  6.0   1.4     8   5.8  47 1010.9  24.9  25.3    MM   MM +0.4    MM
2017 05 13 02 50 250  6.0  7.0   1.5     8   5.8  62 1011.0  25.1  25.4    MM   MM +1.2    MM
2017 05 13 01 50 260  5.0  6.0   1.7     7   5.7 288 1010.8  25.2  25.5    MM   MM +1.5    MM
2017 05 13 00 50 260  6.0  8.0   1.5     6   5.8 249 1010.5  25.3  25.5    MM   MM +0.8    MM
2017 05 12 23 50 250  6.0  7.0   1.4     8   5.9  44 1009.8  25.4  25.8    MM   MM -0.0    MM
2017 05 12 22 50 230  5.0  6.0   1.4     8   6.4  47 1009.3  25.8  26.2    MM   MM -0.5    MM
2017 05 12 21 50 200  3.0  4.0   1.4    11   6.2  12 1009.7  26.0  26.4    MM   MM -0.4    MM
2017 05 12 20 50 180  4.0  5.0   1.2     8   6.0  27 1009.6  26.0  26.4    MM   MM -0.6    MM
2017 05 12 19 50 160  3.0  4.0   1.2     8   6.0  12 1009.8  25.9  26.6    MM   MM -0.7    MM
2017 05 12 18 50 150  3.0  3.0   1.2    12   6.0  55 1010.1  25.8  26.8    MM   MM -0.4    MM
