#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS PTDY  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC  nmi  hPa    ft
2017 05 12 17 50 140  2.0  3.0   1.2    12   6.1  54 1010.2  25.6  26.9    MM   MM +0.5    MM
2017 05 12 16 50 200  1.0  2.0   1.2    12   6.0  33 1010.5  25.6  26.4    MM   MM +0.7    MM
2017 05 12 15 50 210  2.0  3.0   1.1    12   5.8  39 1010.5  25.4  26.0    MM   MM +0.9    MM
2017 05 12 14 50 200  3.0  4.0   1.2    11   6.2  26 1009.7  25.2  25.6    MM   MM +0.0    MM
2017 05 12 13 50 220  2.0  3.0   1.3    12   6.4  28 1009.8  25.2  25.4    MM   MM +0.5    MM
2017 05 12 12 50 220  2.0  3.0   1.2    12   6.0  43 1009.6  25.1  25.3    MM   MM +0.6    MM
2017 05 12 11 50 260  2.0  3.0   1.2    12   5.7  27 1009.5  25.1  25.2    MM   MM +0.7    MM
2017 05 12 10 50 260  4.0  4.0   1.2    12   5.4  41 1009.3  25.0  25.2    MM   MM +0.3    MM
2017 05 12 09 50 270  5.0  6.0   1.3     6   5.2 272 1009.0  25.0  25.2    MM   MM +0.0    MM
2017 05 12 08 50 260  7.0  8.0   1.3     7   5.4 279 1008.8  25.0  25.2    MM   MM -0.7    MM
2017 05 12 07 50 280  6.0  8.0   1.3    12   5.4  41 1009.0  25.1  25.2    MM   MM -0.8    MM
2017 05 12 06 50 270  6.0  8.0   1.2    12   5.2  45 1008.9  25.1  25.2    MM   MM -1.0    MM
2017 05 12 05 50 280  7.0  8.0   1.2    12   5.2  70 1009.5  25.2  25.1    MM   MM +0.0    MM
2017 05 12 04 50 280  6.0  7.0   1.3    12   4.9  12 1009.8  25.1  25.1    MM   MM +0.0    MM
2017 05 12 03 50 290  8.0  9.0   1.4     5   4.7 278 1009.9  25.1  25.0    MM   MM +1.1    MM
2017 05 12 02 50 280 10.0 11.0   1.4    12   4.7  37 1009.7  25.2  24.8    MM   MM +1.4    MM
2017 05 12 01 50 280 10.0 12.0   1.4    12   4.6  70 1009.6  25.4  24.8    MM   MM +0.8    MM
2017 05 12 00 50 270 10.0 12.0   1.3    13   4.8  51 1008.8  25.4  24.9    MM   MM -0.0    MM
2017 05 11 23 50 250  9.0 11.0   1.3    13   4.8  56 1008.3  25.2  25.0    MM   MM -1.2    MM
2017 05 11 22 50 250  9.0 11.0   1.4    13   4.9  46 1008.8  25.2  25.2    MM   MM -1.5    MM
2017 05 11 21 50 240  9.0 11.0   1.4    13   4.7  46 1008.8  25.1  25.2    MM   MM -2.2    MM
2017 05 11 20 50 230 10.0 12.0   1.4    13   4.6  25 1009.5  24.9  25.2    MM   MM -2.4    MM
2017 05 11 19 50 230  9.0 11.0   1.4    13   4.7  42 1010.3  24.8  25.2    MM   MM -1.9    MM
2017 05 11 18 50 220  9.0 11.0   1.2    13   4.7  37 1011.0  24.8  25.1    MM   MM -2.0    MM
2017 05 11 17 50 220  9.0 10.0   1.3    13   5.0  19 1011.9  24.6  25.1    MM   MM -2.2    MM
2017 05 11 16 50 210  8.0  9.0   1.1    13   5.2   1 1012.2  24.4  25.0    MM   MM -2.2    MM
2017 05 11 15 50 200  8.0  9.0   1.1    13   5.9  14 1013.0  24.3  25.0    MM   MM -1.8    MM
2017 05 11 14 50 220  6.0  7.0   1.0    13   6.3  15 1014.1  24.4  24.9    MM   MM -0.7    MM
2017 05 11 13 50 230  5.0  6.0   1.0    13   6.5  38 1014.4  24.5  24.6    MM   MM -0.3    MM
2017 05 11 12 50 210  3.0  5.0   0.9    14   5.9  30 1014.8  24.1  24.5    MM   MM +0.6    MM
2017 05 11 11 50 220  2.0  2.0   1.0     7   5.8 137 1014.8  23.9  24.5    MM   MM +0.7    MM
2017 05 11 10 50 240  2.0  2.0   0.9    13   5.9  59 1014.7  23.6  24.5    MM   MM -0.0    MM
2017 05 11 09 50 290  2.0  2.0   1.0     7   5.7 240 1014.2  23.5  24.5    MM   MM -0.5    MM
2017 05 11 08 50 300  1.0  1.0   1.0     7   5.9 268 1014.1  23.6  24.5    MM   MM -0.8    MM
2017 05 11 07 50 300  3.0  3.0   1.0     7   5.7 281 1014.5  23.7  24.6    MM   MM -1.1    MM
2017 05 11 06 50 310  4.0  4.0   1.0     7   5.7 253 1014.7  23.7  24.7    MM   MM -0.8    MM
2017 05 11 05 50 300  3.0  4.0   1.1     7   5.6 270 1014.9  23.8  24.7    MM   MM -0.6    MM
2017 05 11 04 50 310  5.0  6.0   1.1     7   5.3 280 1015.6  23.9  24.8    MM   MM +0.5    MM
2017 05 11 03 50 310  5.0  5.0   1.2     6   5.3 294 1015.5  23.9  24.8    MM   MM +0.8    MM
2017 05 11 02 50 310  5.0  6.0   1.2     7   5.2 290 1015.5  24.1  24.9    MM   MM +1.4    MM
2017 05 11 01 50 300  6.0  7.0   1.3     7   5.1 282 1015.1  24.3  25.1    MM   MM +1.5    MM
2017 05 11 00 50 300  8.0  9.0   1.4     6   4.8 281 1014.7  24.5  25.1    MM   MM +1.0    MM
2017 05 10 23 50 290  7.0  8.0   1.5     7   5.0 290 1014.1  24.6  25.1    MM   MM -0.0    MM
2017 05 10 22 50 290  9.0 10.0   1.5     7   4.8 276 1013.6  25.0  25.2    MM   MM -0.7    MM
2017 05 10 21 50 260  9.0 11.0   1.6     7   4.9 260 1013.7  25.2  25.2    MM   MM -0.9    MM
2017 05 10 20 50 250 10.0 11.0   1.6     6   4.8 259 1014.0  25.2  25.2    MM   MM -1.4    MM
2017 05 10 19 50 250 10.0 12.0   1.8     6   4.9 256 1014.3  25.1  25.2    MM   MM -1.7    MM
2017 05 10 18 50 250 10.0 13.0   1.7     7   5.0 247 1014.6  25.0  25.2    MM   MM -1.6    MM
2017 05 10 17 50 240  9.0 12.0   1.3     6   4.6 254 1015.4  24.9  25.0    MM   MM -1.3    MM
2017 05 10 16 50 240  9.0 11.0   1.3     6   4.7 238 1016.0  24.8  25.0    MM   MM -1.1    MM
2017 05 10 15 50 240 10.0 11.0   1.3     6   4.6 249 1016.2  24.6  24.9    MM   MM -0.6    MM
2017 05 10 14 50 230  8.0  9.0   1.3     6   4.6 260 1016.7  24.5  24.9    MM   MM +0.3    MM
2017 05 10 13 50 240  7.0  9.0   1.2     6   4.7 243 1017.1  24.5  24.9    MM   MM +0.7    MM
2017 05 10 12 50 250  7.0  8.0   1.3     5   4.7 270 1016.8  24.3  24.8    MM   MM +1.7    MM
2017 05 10 11 50 270  7.0  8.0   1.3     5   4.7 280 1016.4  24.3  24.9    MM   MM +2.3    MM
2017 05 10 10 50 280  8.0  9.0   1.2     5   4.4 265 1016.4  24.3  24.9    MM   MM +1.8    MM
2017 05 10 09 50 260  8.0 10.0   1.3     5   4.3 264 1015.1  24.2  24.9    MM   MM -0.0    MM
2017 05 10 08 50 240 10.0 11.0   1.2     5   4.5 264 1014.1  24.1  24.9    MM   MM -1.5    MM
2017 05 10 07 50 250  9.0 11.0   1.1     5   4.3 261 1014.6  24.1  25.0    MM   MM -1.3    MM
2017 05 10 06 50 250  9.0 10.0   1.2     5   4.2 300 1015.0  24.0  25.0    MM   MM -1.2    MM
2017 05 10 05 50 260  8.0 10.0   1.1     5   4.2 313 1015.6  24.0  25.0    MM   MM -0.4    MM
2017 05 10 04 50 250  9.0 10.0   1.1     8   4.4 100 1015.9  24.0  25.1    MM   MM +0.0    MM
2017 05 10 03 50 260  8.0 10.0   1.1     5   4.4 320 1016.2  24.0  25.2    MM   MM +0.8    MM
2017 05 10 02 50 260  8.0  9.0   0.9     5   4.3 277 1016.0  24.0  25.2    MM   MM +0.7    MM
2017 05 10 01 50 260  8.0  9.0   1.0     8   4.4 123 1015.8  23.9  25.2    MM   MM +0.4    MM
2017 05 10 00 50 270  7.0  8.0   0.9     5   4.2 277 1015.4  23.9  25.3    MM   MM -0.7    MM
2017 05 09 23 50 280  7.0  8.0   1.0     7   4.2 118 1015.3  24.1  25.3    MM   MM -0.9    MM
2017 05 09 22 50 260  8.0 10.0   1.0     8   4.2 130 1015.4  23.7  25.3    MM   MM -1.2    MM
2017 05 09 21 50 260  8.0  9.0   0.9     8   4.3 114 1016.1  23.7  25.3    MM   MM -0.8    MM
2017 05 09 20 50 260  7.0  9.0   0.8     8   4.3 121 1016.2  23.5  25.4    MM   MM -0.8    MM
2017 05 09 19 50 260  7.0  9.0   0.8     8   4.5 126 1016.6  23.4  25.4    MM   MM -0.7    MM
2017 05 09 18 50 260  6.0  8.0   0.8     8   5.5 116 1016.9  23.3  25.5    MM   MM -0.9    MM
2017 05 09 17 50 240  5.0  8.0   0.8     8   6.0 105 1017.0  23.1  25.6    MM   MM -0.7    MM
2017 05 09 16 50 240  4.0  6.0   0.8     7   5.7 101 1017.3  22.9  25.5    MM   MM +0.0    MM
2017 05 09 15 50 260  4.0  5.0   0.9     8   5.8 132 1017.8  22.7  25.4    MM   MM +0.7    MM
2017 05 09 14 50 260  2.0  4.0   0.8     8   5.6 119 1017.7  22.6  25.3    MM   MM +0.9    MM
2017 05 09 13 50  MM  0.0  1.0   0.9     8   5.7 113 1017.3  22.4  25.1    MM   MM +1.0    MM
2017 05 09 12 50 260  1.0  1.0   1.0     8   5.7 139 1017.1  22.3  25.0    MM   MM +1.5    MM
2017 05 09 11 50  10  1.0  2.0   0.9     8   5.3 133 1016.8  22.4  24.9    MM   MM +1.3    MM
2017 05 09 10 50  10  3.0  4.0   0.9     8   5.3 120 1016.3  22.2  24.9    MM   MM +1.0    MM
2017 05 09 09 50 350  4.0  6.0   0.9     8   5.2 128 1015.6  22.0  24.9    MM   MM +0.4    MM
2017 05 09 08 50 350  4.0  6.0   1.0     8   5.4 138 1015.5  21.9  24.9    MM   MM +0.0    MM
2017 05 09 07 50 350  5.0  6.0   0.9     8   5.1 137 1015.3  22.0  24.9    MM   MM -0.3    MM
2017 05 09 06 50 340  4.0  6.0   0.9     8   5.1 137 1015.2  22.1  24.9    MM   MM -0.4    MM
2017 05 09 05 50 350  4.0  6.0   0.9     7   5.1 122 1015.3  22.1  24.9    MM   MM -0.3    MM
2017 05 09 04 50 360  4.0  6.0   1.0     8   4.8 134 1015.6  22.1  25.0    MM   MM +0.3    MM
2017 05 09 03 50 340  5.0  7.0   1.0     8   4.6 126 1015.6  22.7  25.0    MM   MM +0.9    MM
2017 05 09 02 50 330  7.0  9.0   0.9     7   4.5 139 1015.6  22.8  25.0    MM   MM +1.1    MM
2017 05 09 01 50 320  7.0  9.0   1.0     7   4.4 129 1015.3  23.2  25.1    MM   MM +1.2    MM
2017 05 09 00 50 270  6.0  7.0   0.9     8   4.8 109 1014.7  23.6  25.1    MM   MM +0.6    MM
2017 05 08 23 50 240  6.0  8.0   0.9     8   4.8 117 1014.5  23.1  25.1    MM   MM -0.0    MM
2017 05 08 22 50 240  6.0  7.0   0.9     7   5.1 103 1014.1  22.8  25.2    MM   MM -0.3    MM
2017 05 08 21 50 250  5.0  7.0   0.9     8   5.3 106 1014.1  22.7  25.2    MM   MM -1.1    MM
2017 05 08 20 50 250  4.0  6.0   1.0     8   5.1 126 1014.3  22.5  25.2    MM   MM -1.7    MM
2017 05 08 19 50 260  5.0  7.0   1.0     8   5.3 129 1014.4  22.4  25.2    MM   MM -2.1    MM
2017 05 08 18 50 270  5.0  7.0   1.0     6   5.5 264 1015.2  22.2  25.2    MM   MM -1.7    MM
2017 05 08 17 50 290  5.0  6.0   1.0     8   5.4 123 1016.0  22.0  25.2    MM   MM -1.1    MM
2017 05 08 16 50 300  4.0  6.0   1.1     8   5.6 133 1016.5  21.7  25.1    MM   MM +0.0    MM
2017 05 08 15 50 280  5.0  6.0   1.2     6   5.5 283 1016.9  21.5  25.1    MM   MM +0.0    MM
2017 05 08 14 50 290  4.0  6.0   1.2     6   5.6 274 1017.1  21.3  25.0    MM   MM +0.7    MM
2017 05 08 13 50 290  4.0  6.0   1.4     7   5.6 243 1016.6  21.3  25.0    MM   MM +0.7    MM
2017 05 08 12 50 300  4.0  6.0   1.4     7   5.9 267 1016.7  21.1  24.9    MM   MM +1.4    MM
2017 05 08 11 50 290  4.0  6.0   1.3     8   5.7 126 1016.4  21.1  24.8    MM   MM +1.5    MM
2017 05 08 10 50 300  4.0  5.0   1.3     8   5.7 167 1015.9  20.9  24.6    MM   MM +1.1    MM
2017 05 08 09 50 320  5.0  6.0   1.3     8   5.4 165 1015.3  20.7  24.4    MM   MM +0.4    MM
2017 05 08 08 50 310  6.0  8.0   1.4     8   5.7 216 1014.9  20.9  24.3    MM   MM +0.0    MM
2017 05 08 07 50 300  5.0  7.0   1.5     8   5.8 168 1014.8  20.9  24.3    MM   MM -0.3    MM
2017 05 08 06 50 300  6.0  9.0   1.5     7   5.7 280 1014.9  21.1  24.4    MM   MM +0.0    MM
2017 05 08 05 50 290  6.0  8.0   1.6     8   5.9 253 1014.9  21.2  24.4    MM   MM +0.0    MM
2017 05 08 04 50 280  6.0  7.0   1.5     8   5.7 198 1015.1  21.2  24.6    MM   MM +0.7    MM
2017 05 08 03 50 300  6.0  8.0   1.6     8   5.8 251 1015.0  21.4  24.8    MM   MM +1.2    MM
2017 05 08 02 50 280  6.0  8.0   1.8     8   6.0 302 1014.8  21.6  24.9    MM   MM +1.6    MM
2017 05 08 01 50 290  5.0  7.0   1.9     7   6.1 312 1014.4  21.6  24.9    MM   MM +1.8    MM
2017 05 08 00 50 290  5.0  7.0   2.1     7   6.1 326 1013.8  21.5  25.0    MM   MM +1.5    MM
2017 05 07 23 50 300  4.0  6.0   2.1     8   6.1 314 1013.2  21.4  25.1    MM   MM +0.9    MM
2017 05 07 22 50 300  5.0  7.0   1.9     8   5.8 284 1012.6  21.5  25.2    MM   MM +0.5    MM
2017 05 07 21 50 310  6.0  8.0   1.9     7   5.8 287 1012.3  21.7  25.2    MM   MM +0.0    MM
2017 05 07 20 50 310  6.0  7.0   2.1     7   5.8 292 1012.3  22.0  25.2    MM   MM +0.0    MM
2017 05 07 19 50 310  7.0  9.0   2.3     8   5.8 267 1012.1  22.4  25.1    MM   MM -0.3    MM
2017 05 07 18 50 310  9.0 11.0   2.5     8   5.9 252 1012.2  22.9  25.1    MM   MM -0.4    MM
2017 05 07 17 50 270  9.0 11.0   2.3     8   5.9 237 1012.4  23.7  25.1    MM   MM -0.3    MM
2017 05 07 16 50 260  9.0 12.0   2.3     7   5.8 251 1012.4  23.9  25.1    MM   MM +0.0    MM
2017 05 07 15 50 260  9.0 11.0   2.2     7   5.8 227 1012.6  23.7  25.1    MM   MM +0.7    MM
2017 05 07 14 50 280  9.0 11.0   2.3     8   5.9 228 1012.7  23.3  25.1    MM   MM +1.0    MM
2017 05 07 13 50 300  9.0 12.0   2.3     8   5.9 233 1012.3  22.8  25.0    MM   MM +0.9    MM
2017 05 07 12 50 230 10.0 12.0   2.4     8   6.0 184 1011.9  23.7  25.0    MM   MM +0.9    MM
2017 05 07 11 50 230 10.0 13.0   2.2     8   6.0 226 1011.7  23.5  24.9    MM   MM +1.0    MM
2017 05 07 10 50 230  9.0 11.0   2.4     8   6.2 223 1011.4  23.1  24.9    MM   MM +0.6    MM
2017 05 07 09 50 220  9.0 10.0   2.4     9   6.4 225 1011.0  22.6  24.9    MM   MM -0.0    MM
2017 05 07 08 50 240  9.0 10.0   2.5     9   6.6 222 1010.7  22.6  24.9    MM   MM -0.4    MM
2017 05 07 07 50 240  8.0 10.0   2.6     8   6.7 207 1010.8  22.3  25.0    MM   MM -0.4    MM
2017 05 07 06 50 240  7.0  9.0   2.7    10   7.1 238 1011.0  22.1  25.0    MM   MM +0.0    MM
2017 05 07 05 50 250  8.0  9.0   3.0    10   7.2 239 1011.1  21.9  25.1    MM   MM +0.3    MM
2017 05 07 04 50 250  6.0  8.0   3.1    10   7.2 258 1011.2  21.7  25.1    MM   MM +1.1    MM
2017 05 07 03 50 260  7.0  9.0   3.1     9   7.1 260 1011.0  21.6  25.1    MM   MM +1.9    MM
2017 05 07 02 50 270  6.0  8.0   3.5     9   7.4 265 1010.8  21.4  25.2    MM   MM +2.7    MM
2017 05 07 01 50 270  8.0 11.0   3.3    10   7.0 256 1010.1  21.4  25.2    MM   MM +2.9    MM
2017 05 07 00 50 270  9.0 11.0   3.5     9   7.0 264 1009.1  21.2  25.2    MM   MM +2.4    MM
2017 05 06 23 50 280 10.0 12.0   3.9     9   7.2 265 1008.1  21.1  25.2    MM   MM +2.4    MM
2017 05 06 22 50 270 10.0 12.0   4.1     9   7.3 262 1007.2  21.4  25.3    MM   MM +1.8    MM
2017 05 06 21 50 270 11.0 14.0   4.2     8   7.2 243 1006.7  21.6  25.3    MM   MM +1.4    MM
2017 05 06 20 50 260 13.0 15.0   4.1     9   7.2 244 1005.7  22.0  25.3    MM   MM +0.5    MM
2017 05 06 19 50 250 13.0 17.0   3.7     8   6.8 238 1005.4  22.0  25.3    MM   MM +0.0    MM
2017 05 06 18 50 250 13.0 17.0   3.6     9   6.8 239 1005.3  22.2  25.3    MM   MM +0.3    MM
2017 05 06 17 50 240 13.0 16.0   3.1     8   6.4 221 1005.2  22.8  25.3    MM   MM +0.5    MM
2017 05 06 16 50 250 13.0 16.0   3.1     9   6.3 246 1005.2  22.7  25.3    MM   MM +0.6    MM
2017 05 06 15 50 240 13.0 16.0   3.1     8   6.4 207 1005.0  23.0  25.3    MM   MM +0.6    MM
2017 05 06 14 50 220 13.0 15.0   3.1     8   6.4 219 1004.7  23.1  25.3    MM   MM +0.5    MM
2017 05 06 13 50 240 10.0 13.0   3.2     8   6.3 223 1004.6  22.8  25.2    MM   MM +0.3    MM
2017 05 06 12 50 210 13.0 15.0   3.2     8   6.5 212 1004.4  24.0  25.2    MM   MM +0.6    MM
2017 05 06 11 50 200 13.0 15.0   2.8     8   6.5 162 1004.2  24.0  25.3    MM   MM +0.6    MM
2017 05 06 10 50 200  8.0  9.0   2.8     8   6.5 168 1004.3  22.9  25.3    MM   MM -0.0    MM
2017 05 06 09 50 190  6.0  8.0   2.7     8   6.6 174 1003.8  22.4  25.3    MM   MM +0.0    MM
2017 05 06 08 50 190  5.0  7.0   3.0     8   6.7 173 1003.6  22.4  25.3    MM   MM -0.6    MM
2017 05 06 07 50 210  5.0  6.0   2.8     8   6.5 155 1004.2  22.2  25.3    MM   MM -0.6    MM
2017 05 06 06 50 270  6.0  8.0   2.7     8   6.4 187 1003.9  21.7  25.3    MM   MM -1.3    MM
2017 05 06 05 50 270  9.0 12.0   3.0     8   6.4 189 1004.2  20.5  25.3    MM   MM -1.4    MM
2017 05 06 04 50 230 10.0 12.0   3.1     8   6.3 181 1004.8  20.9  25.3    MM   MM -1.0    MM
2017 05 06 03 50 180 11.0 13.0   3.0     8   6.4 184 1005.2  23.7  25.4    MM   MM +0.0    MM
2017 05 06 02 50 180 11.0 13.0   3.4     8   6.5 179 1005.6  23.7  25.4    MM   MM +0.0    MM
2017 05 06 01 50 200 14.0 16.0   3.4     8   6.3 145 1005.8  23.6  25.4    MM   MM +0.4    MM
2017 05 06 00 50 180 14.0 17.0   3.1     8   6.3 151 1005.4  23.7  25.4    MM   MM +0.0    MM
2017 05 05 23 50 180 11.0 13.0   3.0     8   6.3 165 1005.4  23.2  25.4    MM   MM +0.0    MM
2017 05 05 22 50 190 12.0 14.0   3.0     7   6.0 162 1005.4  23.0  25.4    MM   MM -0.5    MM
2017 05 05 21 50 180 13.0 17.0   2.9     8   5.9 140 1005.3  25.0  25.5    MM   MM -0.7    MM
2017 05 05 20 50 180 14.0 17.0   3.0     7   6.0 155 1005.4  24.9  25.5    MM   MM -1.5    MM
2017 05 05 19 50 170 11.0 13.0   3.0     7   5.9 144 1005.9  24.3  25.5    MM   MM -1.1    MM
2017 05 05 18 50 180 15.0 18.0   3.0     7   5.9 149 1006.0  24.9  25.5    MM   MM -1.7    MM
2017 05 05 17 50 180 14.0 18.0   2.7     7   5.8 134 1006.9  24.9  25.5    MM   MM -1.1    MM
2017 05 05 16 50 170 14.0 16.0   2.7     7   5.7 139 1007.0  24.8  25.5    MM   MM -1.2    MM
2017 05 05 15 50 170 14.0 17.0   2.7     7   5.6 140 1007.7  24.8  25.5    MM   MM -1.0    MM
2017 05 05 14 50 170 14.0 17.0   2.6     7   5.6 137 1008.0  24.8  25.5    MM   MM -0.7    MM
2017 05 05 13 50 170 14.0 16.0   2.5     7   5.5 140 1008.2  24.6  25.4    MM   MM -0.3    MM
2017 05 05 12 50 170 13.0 16.0   2.3     6   5.3 144 1008.7  24.7  25.4    MM   MM +0.5    MM
2017 05 05 11 50 170 13.0 16.0   2.2     6   5.1 137 1008.7  24.5  25.3    MM   MM -0.5    MM
2017 05 05 10 50 160 13.0 16.0   1.9     5   4.8 129 1008.5  24.4  25.2    MM   MM -1.2    MM
2017 05 05 09 50 150 13.0 16.0   1.8     6   4.8 126 1008.2  24.2  25.1    MM   MM -2.4    MM
2017 05 05 08 50 160 11.0 15.0   1.9     6   4.8 128 1009.2  24.2  24.9    MM   MM -2.5    MM
2017 05 05 07 50 160 12.0 15.0   1.7     6   4.8 118 1009.7  24.1  24.7    MM   MM -2.9    MM
2017 05 05 06 50 160 10.0 12.0   1.8     5   4.8 126 1010.6  23.8  24.6    MM   MM -2.6    MM
2017 05 05 05 50 160 11.0 13.0   1.7     5   4.8 128 1011.7  24.1  24.6    MM   MM -1.8    MM
2017 05 05 04 50 150 11.0 14.0   1.7     5   4.7 133 1012.6  24.1  24.7    MM   MM -1.3    MM
2017 05 05 03 50 150 10.0 13.0   1.6     6   4.7  43 1013.2  24.0  24.7    MM   MM -1.0    MM
2017 05 05 02 50 150 11.0 13.0   1.5     7   4.7  62 1013.5  24.0  24.7    MM   MM -0.5    MM
2017 05 05 01 50 140 10.0 12.0   1.4     5   4.6  76 1013.9  23.9  24.6    MM   MM +0.0    MM
2017 05 05 00 50 150  9.0 11.0   1.4     6   4.6  57 1014.2  24.0  24.5    MM   MM +0.0    MM
2017 05 04 23 50 140  9.0 10.0   1.3     6   4.6  52 1014.0  24.0  24.5    MM   MM -0.5    MM
2017 05 04 22 50 140  8.0 10.0   1.2     6   4.4  50 1014.1  24.0  24.5    MM   MM -1.0    MM
2017 05 04 21 50 140  8.0 10.0   1.3     5   4.4  77 1014.3  24.0  24.4    MM   MM -1.5    MM
2017 05 04 20 50 130  8.0  9.0   1.4     6   4.5  52 1014.5  23.9  24.4    MM   MM -1.7    MM
2017 05 04 19 50 130  8.0  9.0   1.3     5   4.6  58 1015.1  23.9  24.4    MM   MM -1.6    MM
2017 05 04 18 50 130  9.0 11.0   1.3     5   4.5  72 1015.8  23.3  24.4    MM   MM -1.4    MM
2017 05 04 17 50 120  8.0  9.0   1.4     5   4.5  81 1016.2  23.6  24.4    MM   MM -1.3    MM
2017 05 04 16 50 120  9.0 10.0   1.4     5   4.5  96 1016.7  23.5  24.4    MM   MM -1.2    MM
2017 05 04 15 50  90 10.0 11.0   1.5     5   4.5  98 1017.2  23.0  24.4    MM   MM -1.0    MM
2017 05 04 14 50 110 10.0 12.0   1.4     5   4.3 101 1017.5  23.4  24.3    MM   MM +0.0    MM
2017 05 04 13 50 110  9.0 11.0   1.2     4   4.3  98 1017.9  23.5  24.5    MM   MM +0.7    MM
2017 05 04 12 50  90  7.0  9.0   1.1     8   4.5 128 1018.2  22.1  24.6    MM   MM +1.0    MM
2017 05 04 11 50  90  8.0 10.0   1.0     8   4.4 131 1017.3  24.0  24.6    MM   MM +0.0    MM
2017 05 04 10 50  90  8.0  9.0   1.0     8   4.8 118 1017.2  23.9  24.6    MM   MM +0.0    MM
2017 05 04 09 50  90  7.0  8.0   0.9     8   4.9 119 1017.2  23.6  24.6    MM   MM -0.3    MM
2017 05 04 08 50  80  7.0  8.0   0.9     8   5.1 122 1017.2  23.5  24.7    MM   MM -0.8    MM
2017 05 04 07 50  80  6.0  7.0   0.9     8   5.5 115 1017.1  23.6  24.7    MM   MM -1.3    MM
2017 05 04 06 50  80  5.0  6.0   1.0     7   5.7 123 1017.5  23.6  24.6    MM   MM -1.5    MM
2017 05 04 05 50  70  4.0  5.0   1.0     7   5.8 128 1018.0  23.4  24.6    MM   MM -1.2    MM
2017 05 04 04 50  90  4.0  5.0   1.1     7   5.7 118 1018.4  23.3  24.7    MM   MM -0.6    MM
2017 05 04 03 50  80  3.0  4.0   1.1     8   5.8 123 1019.0  23.3  24.7    MM   MM +0.4    MM
2017 05 04 02 50 100  2.0  3.0   1.2     8   5.9 123 1019.2  23.3  24.8    MM   MM +1.8    MM
2017 05 04 01 50 120  2.0  3.0   1.2     8   5.8 118 1019.0  23.5  24.9    MM   MM +2.6    MM
2017 05 04 00 50 160  2.0  3.0   1.2     6   5.6 185 1018.6  23.5  25.0    MM   MM +1.9    MM
2017 05 03 23 50 130  3.0  4.0   1.2     8   5.8 105 1017.4  23.9  25.2    MM   MM +0.7    MM
2017 05 03 22 50 130  4.0  5.0   1.2     7   5.7 119 1016.4  24.2  25.5    MM   MM -0.5    MM
2017 05 03 21 50  90  2.0  3.0   1.3     6   5.7 231 1016.7  24.5  25.5    MM   MM -0.5    MM
2017 05 03 20 50 100  3.0  3.0   1.3     7   5.6 224 1016.7  24.4  25.5    MM   MM -0.9    MM
2017 05 03 19 50  90  2.0  2.0   1.3     6   5.6 263 1016.9  24.4  26.2    MM   MM -1.0    MM
2017 05 03 18 50  60  2.0  3.0   1.4     6   5.7 248 1017.2  24.3  26.4    MM   MM -0.9    MM
2017 05 03 17 50  60  1.0  2.0   1.3     7   5.6 247 1017.6  24.4  26.1    MM   MM -0.6    MM
2017 05 03 16 50  80  1.0  3.0   1.4     6   5.7 238 1017.9  24.4  25.3    MM   MM +0.0    MM
2017 05 03 15 50  30  2.0  3.0   1.3     7   5.7 243 1018.1  24.0  25.2    MM   MM +0.6    MM
2017 05 03 14 50  30  2.0  3.0   1.5     6   5.7 244 1018.2  23.9  25.2    MM   MM +1.2    MM
2017 05 03 13 50  30  3.0  4.0   1.5     7   5.7 231 1018.0  23.8  25.0    MM   MM +1.4    MM
2017 05 03 12 50  10  4.0  6.0   1.5     7   5.5 233 1017.5  23.9  25.0    MM   MM +2.0    MM
2017 05 03 11 50 340  5.0  7.0   1.7     7   5.6 239 1017.0  24.0  25.1    MM   MM +1.8    MM
2017 05 03 10 50 330  6.0  7.0   1.8     7   5.8 245 1016.6  24.1  25.1    MM   MM +1.5    MM
2017 05 03 09 50 320  7.0  8.0   1.7     7   5.6 253 1015.5  24.0  25.0    MM   MM +0.6    MM
2017 05 03 08 50 300  7.0  9.0   1.7     8   5.5 255 1015.2  24.1  25.0    MM   MM -0.0    MM
2017 05 03 07 50 300  7.0  9.0   1.9     6   5.7 226 1015.1  23.6  25.2    MM   MM -0.6    MM
2017 05 03 06 50 260  7.0 10.0   1.6     8   5.6 234 1014.9  24.1  25.2    MM   MM -1.2    MM
2017 05 03 05 50 250  8.0  9.0   1.9     7   5.7 221 1015.4  24.2  25.2    MM   MM -0.7    MM
2017 05 03 04 50 240  7.0  8.0   1.8     6   5.7 198 1015.7  24.0  25.2    MM   MM +0.0    MM
2017 05 03 03 50 230  7.0  9.0   2.1     8   6.0 210 1016.1  24.1  25.3    MM   MM +0.8    MM
2017 05 03 02 50 230  7.0  9.0   2.0     7   5.8 207 1016.1  24.1  25.3    MM   MM +1.3    MM
2017 05 03 01 50 230  8.0  9.0   2.1     7   5.8 213 1015.8  24.1  25.2    MM   MM +1.3    MM
2017 05 03 00 50 230  9.0 10.0   2.3     8   5.9 218 1015.3  24.1  24.8    MM   MM +0.6    MM
2017 05 02 23 50 210 10.0 12.0   2.2     7   5.7 183 1014.8  24.2  24.6    MM   MM -0.0    MM
